,coin,exchange
2124,BCUG,['Uniswap (v3)']
2125,STARSB,['Uniswap (v2)']
2126,DOM,['PancakeSwap']
2127,CHER,['PancakeSwap']
2128,TANGO,['Uniswap (v2)']
2129,ORIO,['PancakeSwap']
2130,STKR,['Uniswap (v2)']
2131,NMC,['']
2132,SMHDOGE,['Uniswap (v2)']
2133,SAITO,['BigONE']
2134,PIXELSQUID,['PancakeSwap']
2135,gemz,['PancakeSwap']
2136,BREWLABS,['PancakeSwap']
2137,JNTR/E,['Uniswap (v2)']
2138,GINZA,['PancakeSwap']
2139,WHEAT,['Apeswap']
2140,HNT,['Binance US']
2141,PANDAVS,['PancakeSwap']
2142,ECC,['PancakeSwap']
2143,adao,['PancakeSwap']
2144,KIAN,['PancakeSwap']
2145,ZRC,"['HitBTC', 'YoBit']"
2146,TROY,['Binance']
2147,LZ,"['PancakeSwap', 'PancakeSwap']"
2148,HMNG,['PancakeSwap']
2149,MBBY,['PancakeSwap']
2150,SAFUU,['PancakeSwap']
2151,ADAO,['PancakeSwap']
2152,MOB,['FTX']
2153,tbac,['PancakeSwap']
2154,CGANG,['PancakeSwap']
2155,ZOON,"['Apeswap', 'PancakeSwap']"
2156,TABOO,['PancakeSwap']
2157,SPHTX,['Liquid']
2158,ORME,['Bibox']
2159,lc,['Apeswap']
2160,ADT,['Bittrex']
2161,SSAP,['PancakeSwap']
2162,GDAO,['Uniswap (v3)']
2163,USDN,"['Curve', 'Uniswap (v3)']"
2164,TRON,['YoBit']
2165,FXC,['Bittrex']
2166,XMON,['Sushiswap']
2167,dryp,['Uniswap (v2)']
2168,NSR,['Poloniex']
2169,seor,['PancakeSwap']
2170,rvlx,['PancakeSwap']
2171,HEPA,['Apeswap']
2172,XBN,['Apeswap']
2173,EDOGE,['PancakeSwap']
2174,yld,['PancakeSwap']
2175,aura,['Balancer (v2)']
2176,SPOOL,['Uniswap (v2)']
2177,THRT,['Liquid']
2178,TXA,"['Uniswap (v2)', 'Uniswap (v3)']"
2179,ROFI,['PancakeSwap']
2180,COV,"['Uniswap (v3)', 'PancakeSwap']"
2181,BUBO,['HitBTC']
2182,CQT,['Uniswap (v3)']
2183,WET,['Bithumb']
2184,DAD,"['Bitfinex', 'Upbit']"
2185,CROSS,['PancakeSwap']
2186,BOOMSHIBA,['PancakeSwap']
2187,DEC,['YoBit']
2188,MATA,['PancakeSwap']
2189,OPEN,['Uniswap (v2)']
2190,DOGEFATHER,['PancakeSwap']
2191,RRR,['Uniswap (v2)']
2192,DOWS,['Uniswap (v2)']
2193,LTO,"['Binance', 'PancakeSwap', 'Binance']"
2194,LF,['Trader Joe']
2195,VITA,['Uniswap (v3)']
2196,CIV,"['Uniswap (v3)', 'Uniswap (v3)']"
2197,COPS,['Uniswap (v2)']
2198,law,['PancakeSwap']
2199,CENNZ,['HitBTC']
2200,BONES,['Uniswap (v2)']
2201,ANTEX,['PancakeSwap']
2202,horgi,['PancakeSwap']
2203,ATM,['Uniswap (v2)']
2204,BPLUS,['PancakeSwap']
2205,LAVA,['PancakeSwap']
2206,SWPR,['PancakeSwap']
2207,MEETONE,['Hotbit']
2208,EVA,['PancakeSwap']
2209,hyperr,['PancakeSwap']
2210,N3RDZ,"['Uniswap (v2)', 'Uniswap (v2)']"
2211,WEFIN,['PancakeSwap']
2212,NAV,"['HitBTC', 'Upbit']"
2213,MCO2,"['Coinbase Exchange', 'Coinbase Exchange']"
2214,BRD,"['HitBTC', 'Uniswap (v3)']"
2215,ENK,['Sushiswap']
2216,KRYPTO,['PancakeSwap']
2217,NRK,['Trader Joe']
2218,sensi,['PancakeSwap']
2219,ONSTON,['Sushiswap']
2220,OT-AUSDC-29DEC2022,['Sushiswap']
2221,DOGECO,['Sushiswap']
2222,MEANTAMATO,['Uniswap (v2)']
2223,riff,['PancakeSwap']
2224,ERN,"['Coinbase Exchange', 'Uniswap (v3)']"
2225,HOTDOGE,['PancakeSwap']
2226,DCC,['YoBit']
2227,KOM,['Apeswap']
2228,STU,['HitBTC']
2229,APLP,['Uniswap (v2)']
2230,CUB,['PancakeSwap']
2231,DEPO,['Uniswap (v2)']
2232,mbp,['PancakeSwap']
2233,HOME,['PancakeSwap']
2234,WHIRL,['Sushiswap']
2235,BIDOG,['PancakeSwap']
2236,ART,['PancakeSwap']
2237,BRTK,['PancakeSwap']
2238,PIB,['Uniswap (v2)']
2239,WOZX,"['Uniswap (v2)', 'Uniswap (v2)']"
2240,FONT,['Uniswap (v2)']
2241,MINIFOOTBALL,"['PancakeSwap', 'PancakeSwap']"
2242,clg,['PancakeSwap']
2243,BUGG,['Uniswap (v2)']
2244,YOCO,['PancakeSwap']
2245,YTTRIUM,['PancakeSwap']
2246,AQT,['Bithumb']
2247,UNN,['Uniswap (v2)']
2248,JADE,['PancakeSwap']
2249,TUDA,['Uniswap (v3)']
2250,WICC,['Hotbit']
2251,CREVA,['YoBit']
2252,anarchy,['Uniswap (v2)']
2253,NRCH,['Uniswap (v2)']
2254,GLMS,['PancakeSwap']
2255,PHNX,['CoinEx']
2256,FERA,['Uniswap (v2)']
2257,HDAO,['Bittrex']
2258,MYTH,['Uniswap (v2)']
2259,CMX,['PancakeSwap']
2260,GPU,['YoBit']
2261,VTHO,"['HitBTC', 'Cobinhood']"
2262,WCFG,['Gemini']
2263,POLS,"['Poloniex', 'PancakeSwap', 'Uniswap (v2)']"
2264,RTE,['Bitfinex']
2265,SHIBU,['PancakeSwap']
2266,BMC,['HitBTC']
2267,CHIM,['PancakeSwap']
2268,HY,['Uniswap (v2)']
2269,AFEN,['PancakeSwap']
2270,JEFF,['Uniswap (v2)']
2271,HBX,['PancakeSwap']
2272,SEED,['Uniswap (v3)']
2273,MNST,['PancakeSwap']
2274,XRD,['Bitfinex']
2275,UNICAT,['Uniswap (v2)']
2276,gst-eth,['Uniswap (v2)']
2277,HBZ,['HitBTC']
2278,VNDC,['Uniswap (v2)']
2279,ILV,"['Binance', 'Uniswap (v2)']"
2280,BBTC,"['PancakeSwap', 'Curve']"
2281,REF,['OKEx']
2282,USDX,"['Uniswap (v2)', 'Uniswap (v2)']"
2283,BOMB,"['PancakeSwap', 'Apeswap']"
2284,USDO,['PancakeSwap']
2285,ps1,['PancakeSwap']
2286,JOON,['Uniswap (v2)']
2287,VPP,['PancakeSwap']
2288,VID,['Uniswap (v2)']
2289,LDFI,['PancakeSwap']
2290,MYB,['Bancor']
2291,HBC,['Huobi Global']
2292,BDO,['PancakeSwap']
2293,BDOT,['PancakeSwap']
2294,LAVAX,['PancakeSwap']
2295,GEN,"['PancakeSwap', 'Apeswap']"
2296,afit,['PancakeSwap']
2297,laeeb,['PancakeSwap']
2298,INFI,['Uniswap (v2)']
2299,LUCKY,['PancakeSwap']
2300,NTB,['Bitforex']
2301,LIBERO,['PancakeSwap']
2302,FC2,['Bittrex']
2303,SHIBEV,['PancakeSwap']
2304,2GIVE,['YoBit']
2305,C0,['Uniswap (v2)']
2306,PNGN,['Bitfinex']
2307,KICKS,['Bitforex']
2308,ULU,['Uniswap (v2)']
2309,PWR,['PancakeSwap']
2310,INXT,['Bittrex']
2311,ogv,['Uniswap (v3)']
2312,SHARD,"['Uniswap (v3)', 'Uniswap (v2)']"
2313,KAN,"['Huobi Global', 'ZB']"
2314,AIRT,['PancakeSwap']
2315,XAI,['Sushiswap']
2316,BIX,['Huobi Global']
2317,ALC,['YoBit']
2318,noe,['PancakeSwap']
2319,XBP,['Bancor']
2320,EQX,['PancakeSwap']
2321,TKNT,['Uniswap (v2)']
2322,PST,['EXX']
2323,LYXE,['Uniswap (v2)']
2324,PEAKAVAX,['PancakeSwap']
2325,TOS,['Huobi Global']
2326,BINSPIRIT,['SpiritSwap']
2327,ONC,['Uniswap (v2)']
2328,PMGT,['Uniswap (v3)']
2329,NUT,['Bitfinex']
2330,PAYT,['Uniswap (v2)']
2331,BRIGHT,['Uniswap (v3)']
2332,RABBIT,['PancakeSwap']
2333,BOST,['BTC38']
2334,SHD,['PancakeSwap']
2335,ARY,['KuCoin']
2336,TME,['Uniswap (v2)']
2337,SDN,['Kraken']
2338,EYE,['Uniswap (v2)']
2339,ROAR,['Uniswap (v2)']
2340,GAN,"['Apeswap', 'PancakeSwap']"
2341,ARK,['OKEx']
2342,CPI,['Balancer (v1)']
2343,nudes,['PancakeSwap']
2344,csr,['PancakeSwap']
2345,ANV,['Bithumb']
2346,AENJ,['Uniswap (v2)']
2347,BUSY,['Uniswap (v2)']
2348,FIRST,['Uniswap (v2)']
2349,WAB,['Bitforex']
2350,CLT,['Uniswap (v2)']
2351,NAUT,['PancakeSwap']
2352,LEAD,['PancakeSwap']
2353,TOM,['Uniswap (v2)']
2354,IQ,['Uniswap (v3)']
2355,FGSPORT,['PancakeSwap']
2356,wkc,['PancakeSwap']
2357,BAKT,['Uniswap (v3)']
2358,GMM,['PancakeSwap']
2359,DOV,['Uniswap (v2)']
2360,blt,['PancakeSwap']
2361,PEER,['Uniswap (v2)']
2362,BTCR,['YoBit']
2363,MVD,['SpookySwap']
2364,TOR,['Hotbit']
2365,SIW,['Apeswap']
2366,3web,['PancakeSwap']
2367,SEQ,['Bittrex']
2368,CHEE,['PancakeSwap']
2369,HPY,['ZB']
2370,UKG,['OKEx']
2371,REVT,['PancakeSwap']
2372,MCAT,['PancakeSwap']
2373,BOOFI,['Trader Joe']
2374,ZODI,['PancakeSwap']
2375,MVP,"['OKEx', 'PancakeSwap']"
2376,FTO,['BitBay']
2377,MRCR,['PancakeSwap']
2378,HKUN,['PancakeSwap']
2379,SFP,['Binance']
2380,HARE,"['PancakeSwap', 'PancakeSwap']"
2381,GSY,['YoBit']
2382,move,['PancakeSwap']
2383,PUNCH,['PancakeSwap']
2384,ARM,['Uniswap (v2)']
2385,EVERETH,['PancakeSwap']
2386,BASE,['Uniswap (v2)']
2387,PUPDOGE,['PancakeSwap']
2388,PINKSALE,['PancakeSwap']
2389,CCL,['HitBTC']
2390,SEK,['Currency.com']
2391,AUNI,['Uniswap (v2)']
2392,SURF,['Sushiswap']
2393,PLG,['Sushiswap']
2394,RXS,['PancakeSwap']
2395,EMPIRE,['PancakeSwap']
2396,OIL,['Uniswap (v2)']
2397,FYN,['HitBTC']
2398,WCCX,"['Uniswap (v2)', 'PancakeSwap']"
2399,AVG,['Uniswap (v3)']
2400,TV,['EXX']
2401,CTR,['PancakeSwap']
2402,NABOX,['PancakeSwap']
2403,ALG,['Ethfinex']
2404,HEJJ,['PancakeSwap']
2405,PAND,['Uniswap (v2)']
2406,CPHR,['PancakeSwap']
2407,FROG,['SpookySwap']
2408,SFEX,['PancakeSwap']
2409,PBTC,['Curve']
2410,BATH,['PancakeSwap']
2411,ARNXM,['Uniswap (v2)']
2412,BNC,['Uniswap (v2)']
2413,MNSTRS,['PancakeSwap']
2414,MYST,"['HitBTC', 'HitBTC', 'Uniswap (v2)']"
2415,WANATHA,['Uniswap (v2)']
2416,VOX,"['Uniswap (v2)', 'Uniswap (v2)']"
2417,XSUTER,['PancakeSwap']
2418,ARKN,['PancakeSwap']
2419,PYLNT,['Bit-Z']
2420,AAA,['Uniswap (v3)']
2421,bex,['PancakeSwap']
2422,SUNDER,['Sushiswap']
2423,$MUNDO,['PancakeSwap']
2424,STACK,['PancakeSwap']
2425,RMRK,['Sushiswap']
2426,ELLO,['PancakeSwap']
2427,YUNO,['Uniswap (v2)']
2428,KYL,['Uniswap (v2)']
2429,PLBT,['Uniswap (v2)']
2430,DAF,['Uniswap (v2)']
2431,plot,['PancakeSwap']
2432,RPL,['Balancer (v2)']
2433,DEK,['PancakeSwap']
2434,cornx,['PancakeSwap']
2435,ACS,['PancakeSwap']
2436,LIME,['Uniswap (v2)']
2437,FOOD,['PancakeSwap']
2438,HO,['PancakeSwap']
2439,INFLUENCE,['PancakeSwap']
2440,MIXS,['Uniswap (v2)']
2441,LAMA,['PancakeSwap']
2442,$grush,['PancakeSwap']
2443,fnf,['PancakeSwap']
2444,BITE,['Uniswap (v2)']
2445,lego,['PancakeSwap']
2446,lgo,['PancakeSwap']
2447,IB,['SpookySwap']
2448,DJBZ,['Uniswap (v2)']
2449,AMES,"['PancakeSwap', 'PancakeSwap']"
2450,MILKY,['PancakeSwap']
2451,RNT,['OKEx']
2452,UPUSD,['Bittrex']
2453,MBX,['Uniswap (v3)']
2454,BRIBE,['Uniswap (v2)']
2455,GOM2,['Uniswap (v2)']
2456,DNXC,['Uniswap (v2)']
2457,pmr,['PancakeSwap']
2458,MT,['CoinEx']
2459,METAL,['Bittrex']
2460,KICK,['YoBit']
2461,RYMA,['Uniswap (v3)']
2462,HUSKY,['Trader Joe']
2463,VLX,['PancakeSwap']
2464,DSH,"['', '']"
2465,EMB,['YoBit']
2466,CRL,['PancakeSwap']
2467,MAPC,['YoBit']
2468,WOJ,['PancakeSwap']
2469,YUANG,['Uniswap (v2)']
2470,BSD,['Uniswap (v2)']
2471,BDG,['HitBTC']
2472,BLZ,['Balancer (v1)']
2473,BASH,"['YoBit', 'Allcoin']"
2474,MANY,['PancakeSwap']
2475,GATE,['Uniswap (v2)']
2476,ALEPH,"['Coinbase Exchange', 'FTX']"
2477,BOOST,['Uniswap (v2)']
2478,CURE,['Poloniex']
2479,PSK,['Uniswap (v2)']
2480,TPV,['PancakeSwap']
2481,CSF,['PancakeSwap']
2482,redluna,['PancakeSwap']
2483,PXL,['Bittrex']
2484,MRPH,['HitBTC']
2485,METAWORLD,['PancakeSwap']
2486,mu,['Trader Joe']
2487,0XMR,['Uniswap (v2)']
2488,SLT,['PancakeSwap']
2489,fct,['PancakeSwap']
2490,ctr,['Balancer (v2)']
2491,BANK$,['PancakeSwap']
2492,DHC,['PancakeSwap']
2493,HOL,['PancakeSwap']
2494,MASTERCHEF2,['PancakeSwap']
2495,SHIBORG,['PancakeSwap']
2496,ARPA,['Uniswap (v2)']
2497,OMX,['KuCoin']
2498,CHOP,['Uniswap (v2)']
2499,VIU,"['OKEx', 'OKEx']"
2500,RXC,['PancakeSwap']
2501,YCURVE,"['Balancer (v1)', 'Balancer (v1)']"
2502,STPT,['Poloniex']
2503,YTSLA,['Uniswap (v2)']
2504,VACAY,['PancakeSwap']
2505,ecoin,['PancakeSwap']
2506,SYNR,['Uniswap (v2)']
2507,PAID,['PancakeSwap']
2508,WHE,['PancakeSwap']
2509,ATHD,['PancakeSwap']
2510,bhny,['Uniswap (v2)']
2511,AXE,['Uniswap (v2)']
2512,DSE,['Sushiswap']
2513,SANTA,['PancakeSwap']
2514,BABYDOGEZILLA,['PancakeSwap']
2515,YHC,['PancakeSwap']
2516,YFL,['Uniswap (v2)']
2517,MWG,['Uniswap (v2)']
2518,RWS,['Uniswap (v2)']
2519,BRISE,['PancakeSwap']
2520,LTT,['PancakeSwap']
2521,UNFI,['PancakeSwap']
2522,MOZ,['Uniswap (v2)']
2523,WSPP,['PancakeSwap']
2524,HTR,['KuCoin']
2525,WON,['Uniswap (v2)']
2526,VNXLU,['Uniswap (v2)']
2527,MCDOGE,['Uniswap (v2)']
2528,XNK,['Upbit']
2529,HGET,['Uniswap (v3)']
2530,ETZ,"['Bithumb', 'Hotbit']"
2531,nxusd,['Trader Joe']
2532,SPEX,['YoBit']
2533,OPT,['Uniswap (v2)']
2534,COVIDTOKEN,['PancakeSwap']
2535,DEXI,['PancakeSwap']
2536,EOSDT,['Bitfinex']
2537,FAN8,['PancakeSwap']
2538,velo,['Uniswap (v3)']
2539,HDG,['HitBTC']
2540,LINKS,['PancakeSwap']
2541,ELE,['YoBit']
2542,EXT,['YoBit']
2543,ZYD,['YoBit']
2544,KIMCHI,['Uniswap (v2)']
2545,ORI,['PancakeSwap']
2546,NOAHP,['Balancer (v1)']
2547,ELY,['Hotbit']
2548,DAO,"['Uniswap (v2)', 'Sushiswap']"
2549,PM,['PancakeSwap']
2550,SWIN,['PancakeSwap']
2551,AERGO,['Sushiswap']
2552,HP,['Uniswap (v2)']
2553,nnt,['PancakeSwap']
2554,rock,['Uniswap (v2)']
2555,DACC,['Bitforex']
2556,MTC,['YoBit']
2557,vim,['PancakeSwap']
2558,MYSTIC,['PancakeSwap']
2559,ARI,['Ubeswap']
2560,EGC,['PancakeSwap']
2561,WUSD,['PancakeSwap']
2562,SASHIMI,['Uniswap (v2)']
2563,PETH,['PancakeSwap']
2564,FADO,['PancakeSwap']
2565,gode,['PancakeSwap']
2566,JGN,['Uniswap (v2)']
2567,ZOOT,['Uniswap (v2)']
2568,PHUNK,['Sushiswap']
2569,MAI,['Uniswap (v2)']
2570,NBIT,['YoBit']
2571,BR,['PancakeSwap']
2572,MIX,['Uniswap (v2)']
2573,CRB,['PancakeSwap']
2574,IMS,['YoBit']
2575,KUN,['PancakeSwap']
2576,SUKU,['Bitfinex']
2577,LIB,['Uniswap (v2)']
2578,INE,['EXX']
2579,ZEFI,['PancakeSwap']
2580,PRY,['Uniswap (v2)']
2581,STIMMY,['PancakeSwap']
2582,WILD,['HitBTC']
2583,DYN,['Upbit']
2584,ETHPAD,['PancakeSwap']
2585,ROZ,['PancakeSwap']
2586,XIN,['YoBit']
2587,HAC,['HitBTC']
2588,POOCOIN,['PancakeSwap']
2589,USE,['HitBTC']
2590,HOD,['PancakeSwap']
2591,TAJ,['YoBit']
2592,PRIA,['Uniswap (v2)']
2593,BNBD,['PancakeSwap']
2594,rdnt,['Uniswap (v3)']
2595,XVS,['Binance']
2596,ARENA,['PancakeSwap']
2597,DEFY,['PancakeSwap']
2598,tpiggy,['SpookySwap']
2599,3OMB,['SpookySwap']
2600,WENB,['Uniswap (v2)']
2601,FTS,['PancakeSwap']
2602,LAYER,"['Uniswap (v2)', 'Uniswap (v2)']"
2603,QCH,['Uniswap (v2)']
2604,dddx,['PancakeSwap']
2605,SKY,['Binance']
2606,PAWG,['PancakeSwap']
2607,FFA,['PancakeSwap']
2608,ZFARM,['PancakeSwap']
2609,MTH,['OKEx']
2610,FLY,['PancakeSwap']
2611,NCC,['Huobi Global']
2612,BAY,['Bittrex']
2613,TOB,['Uniswap (v2)']
2614,SUNC,['Uniswap (v2)']
2615,$GREED,['PancakeSwap']
2616,MXC,['Uniswap (v2)']
2617,APX,['Bittrex']
2618,cstc,['PancakeSwap']
2619,IBY,['Sushiswap']
2620,VALOR,['PancakeSwap']
2621,DMT,['Uniswap (v2)']
2622,TOAD,['PancakeSwap']
2623,qom,['Uniswap (v3)']
2624,blk,['PancakeSwap']
2625,psr,['Sushiswap']
2626,PRO,"['Bittrex', 'HitBTC']"
2627,CTI,['Uniswap (v2)']
2628,ks,['PancakeSwap']
2629,POLYDOGE,['Sushiswap']
2630,GO,['YoBit']
2631,MZ,['PancakeSwap']
2632,FIII,['EXX']
2633,CAD,['Currency.com']
2634,PCNT,['Uniswap (v2)']
2635,SHIBTAMA,['Uniswap (v2)']
2636,LPDI,['PancakeSwap']
2637,DEVIL,['SpookySwap']
2638,ASPO,"['PancakeSwap', 'PancakeSwap', 'Apeswap']"
2639,TON,"['Uniswap (v2)', 'HitBTC']"
2640,POM,['PancakeSwap']
2641,RNB,['Uniswap (v2)']
2642,NUX,['PancakeSwap']
2643,POMI,['Uniswap (v2)']
2644,MXX,['Uniswap (v2)']
2645,NPC,['YoBit']
2646,MOONDASH,['PancakeSwap']
2647,SFG,['OKEx']
2648,$LORDZ,['Sushiswap']
2649,VRT,['PancakeSwap']
2650,SKCH,['Bitforex']
2651,MOONTOKEN,['PancakeSwap']
2652,BTA,['Bittrex']
2653,MRT,['Bittrex']
2654,BGL,['PancakeSwap']
2655,HLAND,['Uniswap (v2)']
2656,YETU,['PancakeSwap']
2657,OSINA,['Uniswap (v2)']
2658,yks,['PancakeSwap']
2659,GIZ,['YoBit']
2660,USC,['YoBit']
2661,BFR,['Uniswap (v2)']
2662,XNL,['Uniswap (v3)']
2663,UCO,['Uniswap (v3)']
2664,GOG,['OKEx']
2665,bull,['PancakeSwap']
2666,INNBC,['Uniswap (v3)']
2667,VOYCE,['PancakeSwap']
2668,APIX,['Bithumb']
2669,DEFI,['PancakeSwap']
2670,VANA,['Uniswap (v2)']
2671,PENDLE,['Sushiswap']
2672,STND,['Uniswap (v2)']
2673,TENW,['PancakeSwap']
2674,UNISTAKE,['Uniswap (v2)']
2675,JSHIBA,['Uniswap (v2)']
2676,LHC,['Uniswap (v3)']
2677,POKE,['PancakeSwap']
2678,poop,['PancakeSwap']
2679,PRED,['PancakeSwap']
2680,ABCD,['PancakeSwap']
2681,BABYKITTY,['PancakeSwap']
2682,VALK,['PancakeSwap']
2683,YF-DAI,['Uniswap (v2)']
2684,$FLOGE,['PancakeSwap']
2685,RLX,['Uniswap (v2)']
2686,AAG,['Uniswap (v2)']
2687,HYMETEOR,['PancakeSwap']
2688,asw,['Uniswap (v2)']
2689,CDTC,['PancakeSwap']
2690,CDC,['Huobi Global']
2691,PETG,['PancakeSwap']
2692,satsall,['PancakeSwap']
2693,RFCTR,['Uniswap (v2)']
2694,HST,['Bittrex']
2695,PACIFIC,['PancakeSwap']
2696,WAIF,['Uniswap (v2)']
2697,astar,['PancakeSwap']
2698,rats,['PancakeSwap']
2699,COFI,['Uniswap (v2)']
2700,ROME,['Solarbeam']
2701,DNDB,['PancakeSwap']
2702,SDBY,['PancakeSwap']
2703,GRLC,['Uniswap (v3)']
2704,FLUX,['Uniswap (v3)']
2705,BURST,['Poloniex']
2706,AMC,['PancakeSwap']
2707,ALI,['Uniswap (v3)']
2708,POLIS,['PancakeSwap']
2709,EVOC,['PancakeSwap']
2710,rpp,['PancakeSwap']
2711,GOLD NUGGET,['Apeswap']
2712,TESLASAFE,['PancakeSwap']
2713,DIT,['HitBTC']
2714,MSLV,['Uniswap (v2)']
2715,GAL,['PancakeSwap']
2716,CF,['YoBit']
2717,rifico,['PancakeSwap']
2718,MONA,"['Upbit', 'Zaif']"
2719,HES,['PancakeSwap']
2720,ZDEX,['Uniswap (v3)']
2721,CID,['Uniswap (v2)']
2722,B21,['PancakeSwap']
2723,EOSC,['Bibox']
2724,1WO,['Liquid']
2725,UNR,['PancakeSwap']
2726,ENT,['YoBit']
2727,NCE,['PancakeSwap']
2728,STB,['PancakeSwap']
2729,DEFI+L,['Balancer (v1)']
2730,SPHRI,['Uniswap (v2)']
2731,WOOF,['PancakeSwap']
2732,RI,['Uniswap (v2)']
2733,BFU,['PancakeSwap']
2734,FMT,['PancakeSwap']
2735,ADK,['HitBTC']
2736,$CASIO,['PancakeSwap']
2737,OLYMPUS,['PancakeSwap']
2738,XMX,['Hotbit']
2739,COCOS,['Binance']
2740,CERE,['Uniswap (v2)']
2741,WTLOS,['PancakeSwap']
2742,bb-a-usd,['Balancer (v2)']
2743,SSM,['PancakeSwap']
2744,RUPEE,['PancakeSwap']
2745,DEP,['PancakeSwap']
2746,VSYS,['Hotbit']
2747,BERRY,['HitBTC']
2748,NYXT,['Uniswap (v2)']
2749,BLINU,['PancakeSwap']
2750,SLS,['YoBit']
2751,UDT,['Uniswap (v3)']
2752,IBANK,['YoBit']
2753,RVP,['Uniswap (v2)']
2754,DOGY,['Uniswap (v2)']
2755,JAIHO,['PancakeSwap']
2756,ZKS,['Poloniex']
2757,gken,['PancakeSwap']
2758,POTS,['Apeswap']
2759,PROPS,['OKEx']
2760,SHIELD,['Uniswap (v2)']
2761,QUBE,['Bit-Z']
2762,GAINZ,['PancakeSwap']
2763,MMAON,['Bittrex']
2764,PSLIP,['Uniswap (v2)']
2765,POSH,['Uniswap (v2)']
2766,tiger,['PancakeSwap']
2767,SPO,['PancakeSwap']
